SITE	SPECIES	TOTAL	TYPE	PTOLR	NATIVE_MBSS	TROPHIC_MBSS	SILT	PIRHALLA	FIBISTRATA	ACREAGE	LEN_SAMP	AVWID	TOTBIOM	Index.Name
EITQ-527-X-1111	BLACKNOSE DACE	109	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EITQ-527-X-1111	ROSYSIDE DACE	11	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EPBG-431-X-1111	BLUNTNOSE MINNOW	8	OTHRCYPR	T	N	OM	N	2.24	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	ROSYSIDE DACE	48	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	COMMON SHINER	7	SHINER	I	N	OM	Y	3.83	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	AMERICAN EEL	10	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	CREEK CHUB	56	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	BLUE RIDGE SCULPIN	114	SCULPIN	I	N	IS	Y	0	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	LARGEMOUTH BASS	2	NOTYPE	T	IC	TP	N	1.55	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	BLACKNOSE DACE	108	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	LONGNOSE DACE	8	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	MARGINED MADTOM	11	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	RIVER CHUB	1	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	WHITE SUCKER	11	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	SMALLMOUTH BASS	1	NOTYPE	NOTYPE	IC	TP	N	3.77	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
EPBG-431-X-1111	FALLFISH	1	OTHRCYPR	I	N	GE	Y	2.51	EPIEDMONT	411.86	75	3.825	2367	MBSS.2005.Fish
FTMM-366-S-1111	GREEN SUNFISH	2	SUNFISH	T	IC	GE	N	2.52	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	REDBREAST SUNFISH	1	SUNFISH	NOTYPE	IY	GE	N	2.11	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	PUMPKINSEED	2	SUNFISH	T	IY	IV	N	-0.37	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	LARGEMOUTH BASS	6	NOTYPE	T	IC	TP	N	1.55	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	CHAIN PICKEREL	8	NOTYPE	NOTYPE	IY	TP	N	0.98	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	EASTERN MUDMINNOW	4	NOTYPE	T	N	IV	N	-2.34	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	BROWN BULLHEAD	21	NOTYPE	T	N	OM	N	-1.71	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	YELLOW PERCH	29	NOTYPE	NOTYPE	IY	GE	N	1.65	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	AMERICAN EEL	8	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	TADPOLE MADTOM	1	MADTOM	NOTYPE	N	IV	N	-0.32	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	TESSELLATED DARTER	11	DARTER	T	N	IV	N	1.8	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	WARMOUTH	2	SUNFISH	NOTYPE	N	GE	N	0	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	YELLOW BULLHEAD	4	NOTYPE	NOTYPE	N	OM	N	1.62	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	BLUEGILL	55	SUNFISH	T	IC	IV	N	0.63	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FTMM-366-S-1111	BLUESPOTTED SUNFISH	1	SUNFISH	NOTYPE	N	IV	N	-0.59	COASTAL	40503	75	8.35	1753	MBSS.2005.Fish
FBVK-535-R-1111	EASTERN MUDMINNOW	14	NOTYPE	T	N	IV	N	-2.34	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	TESSELLATED DARTER	13	DARTER	T	N	IV	N	1.8	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	TADPOLE MADTOM	6	MADTOM	NOTYPE	N	IV	N	-0.32	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	PUMPKINSEED	19	SUNFISH	T	IY	IV	N	-0.37	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	GOLDEN SHINER	30	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	EASTERN MOSQUITOFISH	26	NOTYPE	NOTYPE	N	IV	N	0	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	BROWN BULLHEAD	10	NOTYPE	T	N	OM	N	-1.71	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	BLUEGILL	171	SUNFISH	T	IC	IV	N	0.63	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	AMERICAN EEL	24	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-535-R-1111	GREEN SUNFISH	145	SUNFISH	T	IC	GE	N	2.52	COASTAL	2063.598566	75	3.75	5330	MBSS.2005.Fish
FBVK-531-R-1111	GOLDEN SHINER	17	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	PUMPKINSEED	59	SUNFISH	T	IY	IV	N	-0.37	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	SUNFISH (HYBRID)	1	SUNFISH	NOTYPE	NOTYPE	NOTYPE	NOTYPE	0	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	TESSELLATED DARTER	43	DARTER	T	N	IV	N	1.8	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	LARGEMOUTH BASS	2	NOTYPE	T	IC	TP	N	1.55	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	LEAST BROOK LAMPREY	2	LAMPREY	NOTYPE	N	FF	N	-0.32	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	BROWN BULLHEAD	3	NOTYPE	T	N	OM	N	-1.71	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	EASTERN MUDMINNOW	6	NOTYPE	T	N	IV	N	-2.34	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	AMERICAN EEL	2	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	REDBREAST SUNFISH	22	SUNFISH	NOTYPE	IY	GE	N	2.11	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FBVK-531-R-1111	BLUEGILL	40	SUNFISH	T	IC	IV	N	0.63	COASTAL	2360.495223	75	3.475	2674	MBSS.2005.Fish
FITQ-437-R-1111	BLACKNOSE DACE	5	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	81.396387	75	0.725	12	MBSS.2005.Fish
FITQ-646-R-1111	AMERICAN EEL	6	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	BLUEGILL	28	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	COMMON SHINER	5	SHINER	I	N	OM	Y	3.83	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	CUTLIP MINNOW	2	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	FALLFISH	147	OTHRCYPR	I	N	GE	Y	2.51	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	GREEN SUNFISH	143	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	LARGEMOUTH BASS	4	NOTYPE	T	IC	TP	N	1.55	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	MARGINED MADTOM	12	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	NORTHERN HOGSUCKER	9	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	REDBREAST SUNFISH	14	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	SMALLMOUTH BASS	4	NOTYPE	NOTYPE	IC	TP	N	3.77	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	TESSELLATED DARTER	54	DARTER	T	N	IV	N	1.8	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	WHITE SUCKER	41	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-646-R-1111	CREEK CHUB	2	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	14297.07522	75	11.825	7457	MBSS.2005.Fish
FITQ-744-R-1111	SMALLMOUTH BASS	13	NOTYPE	NOTYPE	IC	TP	N	3.77	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	SWALLOWTAIL SHINER	7	SHINER	NOTYPE	N	IV	Y	2	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	BLUEGILL	1	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	MARGINED MADTOM	35	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	NORTHERN HOGSUCKER	7	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	REDBREAST SUNFISH	10	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	RIVER CHUB	81	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	ROCK BASS	2	SUNFISH	NOTYPE	IC	GE	Y	3.06	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	ROSYFACE SHINER	7	SHINER	NOTYPE	N	IV	Y	3.93	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	ROSYSIDE DACE	3	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	SATINFIN SHINER	1	SHINER	I	N	IV	N	2.98	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	CREEK CHUB	2	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	BLACKNOSE DACE	4	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	LONGNOSE DACE	70	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	CUTLIP MINNOW	9	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	FALLFISH	235	OTHRCYPR	I	N	GE	Y	2.51	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	COMMON SHINER	25	SHINER	I	N	OM	Y	3.83	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	WHITE SUCKER	5	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	TESSELLATED DARTER	75	DARTER	T	N	IV	N	1.8	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	GREEN SUNFISH	32	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	SHIELD DARTER	3	DARTER	I	N	IS	Y	2.97	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
FITQ-744-R-1111	AMERICAN EEL	21	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	30832.1063	75	9.025	12785	MBSS.2005.Fish
GTGC-664-S-1111	BLUEGILL	5	SUNFISH	T	IC	IV	N	0.63	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	BLACKNOSE DACE	9	OTHRCYPR	T	N	OM	N	1.81	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	CREEK CHUB	1	OTHRCYPR	T	N	GE	Y	1.87	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	AMERICAN EEL	14	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	SPOTTAIL SHINER	4	SHINER	I	N	OM	Y	3.46	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	SEA LAMPREY	5	LAMPREY	I	N	FF	N	2.83	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	CREEK CHUBSUCKER	4	SUCKER	NOTYPE	N	IV	N	-0.79	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	YELLOW BULLHEAD	3	NOTYPE	NOTYPE	N	OM	N	1.62	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	REDBREAST SUNFISH	4	SUNFISH	NOTYPE	IY	GE	N	2.11	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	GREEN SUNFISH	5	SUNFISH	T	IC	GE	N	2.52	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	WHITE SUCKER	9	SUCKER	T	N	OM	Y	2.89	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	TESSELLATED DARTER	10	DARTER	T	N	IV	N	1.8	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	GOLDEN SHINER	4	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	EASTERN MUDMINNOW	9	NOTYPE	T	N	IV	N	-2.34	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGC-664-S-1111	LEAST BROOK LAMPREY	1	LAMPREY	NOTYPE	N	FF	N	-0.32	COASTAL	6272	75	5.2	888	MBSS.2005.Fish
GTGM-432-R-1111	REDFIN PICKEREL	6	NOTYPE	T	IY	TP	N	-1.61	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	PUMPKINSEED	19	SUNFISH	T	IY	IV	N	-0.37	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	YELLOW BULLHEAD	1	NOTYPE	NOTYPE	N	OM	N	1.62	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	SWAMP DARTER	2	DARTER	I	N	IV	N	-0.92	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	PIRATE PERCH	14	NOTYPE	T	N	IV	N	-0.86	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	AMERICAN EEL	5	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	BLUEGILL	1	SUNFISH	T	IC	IV	N	0.63	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	CREEK CHUBSUCKER	11	SUCKER	NOTYPE	N	IV	N	-0.79	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-432-R-1111	EASTERN MUDMINNOW	25	NOTYPE	T	N	IV	N	-2.34	COASTAL	1782.269523	75	2.85	878	MBSS.2005.Fish
GTGM-444-R-1111	EASTERN MUDMINNOW	53	NOTYPE	T	N	IV	N	-2.34	COASTAL	1152.448299	75	3.225	345	MBSS.2005.Fish
GTGM-444-R-1111	CHAIN PICKEREL	9	NOTYPE	NOTYPE	IY	TP	N	0.98	COASTAL	1152.448299	75	3.225	345	MBSS.2005.Fish
GTLL-431-S-1111	YELLOW BULLHEAD	2	NOTYPE	NOTYPE	N	OM	N	1.62	COASTAL	19606	48	2.075	411	MBSS.2005.Fish
GTLL-431-S-1111	EASTERN MUDMINNOW	365	NOTYPE	T	N	IV	N	-2.34	COASTAL	19606	48	2.075	411	MBSS.2005.Fish
GTLL-431-S-1111	BANDED SUNFISH	4	SUNFISH	NOTYPE	N	IV	N	-1.97	COASTAL	19606	48	2.075	411	MBSS.2005.Fish
GTLL-431-S-1111	PIRATE PERCH	22	NOTYPE	T	N	IV	N	-0.86	COASTAL	19606	48	2.075	411	MBSS.2005.Fish
GTLL-431-S-1111	REDFIN PICKEREL	5	NOTYPE	T	IY	TP	N	-1.61	COASTAL	19606	48	2.075	411	MBSS.2005.Fish
GTLL-635-S-1111	SWAMP DARTER	15	DARTER	I	N	IV	N	-0.92	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	PIRATE PERCH	52	NOTYPE	T	N	IV	N	-0.86	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	MARGINED MADTOM	1	MADTOM	I	IY	IV	N	3.52	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	PUMPKINSEED	12	SUNFISH	T	IY	IV	N	-0.37	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	REDBREAST SUNFISH	1	SUNFISH	NOTYPE	IY	GE	N	2.11	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	YELLOW PERCH	3	NOTYPE	NOTYPE	IY	GE	N	1.65	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	REDFIN PICKEREL	47	NOTYPE	T	IY	TP	N	-1.61	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	AMERICAN EEL	59	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	BANDED SUNFISH	11	SUNFISH	NOTYPE	N	IV	N	-1.97	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	BROWN BULLHEAD	1	NOTYPE	T	N	OM	N	-1.71	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	BLUEGILL	5	SUNFISH	T	IC	IV	N	0.63	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	GOLDEN SHINER	78	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	YELLOW BULLHEAD	2	NOTYPE	NOTYPE	N	OM	N	1.62	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	TESSELLATED DARTER	3	DARTER	T	N	IV	N	1.8	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	TADPOLE MADTOM	28	MADTOM	NOTYPE	N	IV	N	-0.32	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	BLUESPOTTED SUNFISH	4	SUNFISH	NOTYPE	N	IV	N	-0.59	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	CHAIN PICKEREL	3	NOTYPE	NOTYPE	IY	TP	N	0.98	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	CREEK CHUBSUCKER	20	SUCKER	NOTYPE	N	IV	N	-0.79	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GTLL-635-S-1111	EASTERN MUDMINNOW	5	NOTYPE	T	N	IV	N	-2.34	COASTAL	730.9	75	8.15	4867	MBSS.2005.Fish
GXTL-538-R-1111	PUMPKINSEED	25	SUNFISH	T	IY	IV	N	-0.37	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	NORTHERN HOGSUCKER	14	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	MARGINED MADTOM	4	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	LARGEMOUTH BASS	12	NOTYPE	T	IC	TP	N	1.55	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	REDBREAST SUNFISH	4	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	CREEK CHUB	42	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	COMMON SHINER	18	SHINER	I	N	OM	Y	3.83	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	BLUEGILL	21	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	BANDED KILLIFISH	2	NOTYPE	NOTYPE	N	IV	N	-0.52	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	AMERICAN EEL	6	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	SPOTTAIL SHINER	38	SHINER	I	N	OM	Y	3.46	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	CUTLIP MINNOW	18	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	WHITE SUCKER	242	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-538-R-1111	TESSELLATED DARTER	24	DARTER	T	N	IV	N	1.8	EPIEDMONT	10643.80077	75	9.025	6970	MBSS.2005.Fish
GXTL-5310-R-1111	SMALLMOUTH BASS	20	NOTYPE	NOTYPE	IC	TP	N	3.77	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	LONGNOSE DACE	11	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	ROSYSIDE DACE	3	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	REDBREAST SUNFISH	2	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	RIVER CHUB	80	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	TESSELLATED DARTER	23	DARTER	T	N	IV	N	1.8	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	MARGINED MADTOM	16	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	CUTLIP MINNOW	19	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	CREEK CHUB	8	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	COMMON SHINER	79	SHINER	I	N	OM	Y	3.83	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	AMERICAN EEL	72	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	SPOTTAIL SHINER	3	SHINER	I	N	OM	Y	3.46	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	WHITE SUCKER	6	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-5310-R-1111	NORTHERN HOGSUCKER	17	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	15109.03754	75	12.075	8887	MBSS.2005.Fish
GXTL-532-R-1111	WHITE SUCKER	136	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	11478.00254	75	7.95	7793	MBSS.2005.Fish
GXTL-532-R-1111	NORTHERN HOGSUCKER	20	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	11478.00254	75	7.95	7793	MBSS.2005.Fish
GXTL-532-R-1111	CREEK CHUB	33	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	11478.00254	75	7.95	7793	MBSS.2005.Fish
